,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_female,EDUCATION_graduate school,MARRIAGE_married,PAY_0_3 month delay,PAY_2_2 month delay,PAY_3_2 month delay,PAY_4_3 month delay,PAY_5_3 month delay,PAY_6_3 month delay
10,-0.7130840929677307,-1.307747762493884,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,0,0
11,-0.7130840929677307,-0.3118204670509789,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,1,0,0,0,0,0,0,0
12,1.5714981873767655,1.28839556132966,1.5722686096283145,1.5714092740606005,1.5714092740605974,1.5701650983653428,1.5692198780817317,1.569350381003134,1.570059913498853,1.5732736468285229,1.573116376239446,1.5721364224959755,1.573273646828515,1.5732736468285242,0,0,1,0,0,0,0,0,0
13,-0.7130840929677307,-1.1887691050742883,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,0,0
14,1.4639388142369378,1.226810810809,1.4644899831205949,1.4638743144534925,1.4638743144534898,1.4629664643509044,1.4622632532312585,1.4623612251553402,1.4628890958004859,1.4651401731085063,1.4650512302228005,1.4643969768106528,1.4651401731084983,1.4651401731085074,0,0,0,0,0,0,0,0,0
15,1.0133400076854269,0.9688136295656044,1.0129726577731797,1.013377783588293,1.013377783588291,1.0138789033062379,1.014189541907671,1.0141512316264856,1.0139180657326992,1.0121362852635458,1.0123335878318107,1.0130437918007678,1.0121362852635405,1.0121362852635467,1,0,0,0,0,0,0,0,0
16,-0.6999166338725916,-0.012137446739487079,-0.7037763552793894,-0.6994899876569434,-0.6994899876569423,-0.6936317145961869,-0.6894662394019255,-0.6900227188169512,-0.6931494807119619,-0.7102649022621467,-0.708979243670738,-0.7030811305544151,-0.7102649022621439,-0.7102649022621467,1,0,0,0,0,0,0,1,1
17,-0.7130840929677307,-1.3096945582388502,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,1,1,0,0,0
18,-0.7130840929677307,-0.5200828142977493,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,0,0,0,0,0,0,0
19,1.1555297736272487,1.0502265367488244,1.1554522690734534,1.1555352756854294,1.1555352756854271,1.1555917846185972,1.1555824954873228,1.1555871900578751,1.1555941748386374,1.1550849922882436,1.1551919679992009,1.1554716074108715,1.1550849922882374,1.1550849922882445,1,0,0,1,0,0,1,0,0
20,-0.7042508350106329,-0.014619059340980876,-0.7081193914279825,-0.7038232050298491,-0.7038232050298481,-0.6979513794285381,-0.6937761522585701,-0.6943339425392275,-0.6974680246609791,-0.7146222372965224,-0.7133338253791964,-0.7074225878767281,-0.7146222372965195,-0.7146222372965224,1,1,0,0,0,0,0,0,0
21,-0.3894552471678912,0.16562192920677798,-0.39268211155211225,-0.38909906862977933,-0.3890990686297789,-0.3842115720512238,-0.3807446366350083,-0.3812072179708221,-0.3838096277020573,-0.3981464209032985,-0.3970579846730804,-0.39209997908584576,-0.3981464209032971,-0.3981464209032984,0,0,0,0,0,0,0,0,0
22,-0.7130840929677307,-0.4228070066258403,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,0,1,0,0,1,0,0
23,0.15125720533810705,0.4752150452591246,0.14913255104318296,0.15149065444069165,0.15149065444069115,0.1546874063566101,0.1569377358671144,0.15663869132805114,0.1549495151150357,0.1454520965139895,0.14619704208425674,0.14951771733206293,0.14545209651398824,0.14545209651398988,0,0,1,0,0,0,0,0,0
24,0.2949340924881817,0.5574794262463542,0.2931023149596086,0.29513493020337106,0.2951349302033704,0.29788242128024744,0.29980947702738475,0.2995538871152357,0.29810737324249154,0.28989586228993164,0.2905495363006887,0.29343514384233194,0.28989586228992964,0.2898958622899319,0,0,0,0,0,0,0,0,0
25,-0.7130840929677307,-0.386684673866621,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,1,0,1,0,0,1,0,0
26,1.4965814246533493,1.2455008325165864,1.4971991335517134,1.496509515739354,1.4965095157393509,1.4954995960079267,1.4947229388405223,1.4948307834204306,1.495413785634706,1.497957014194286,1.4978473349047063,1.4970942364666209,1.4979570141942782,1.4979570141942866,0,0,1,0,0,0,0,1,1
27,-0.6204439594435547,0.03336583842339052,-0.6241416805428449,-0.6200353517184706,-0.6200353517184697,-0.6144255804251391,-0.6104389191727518,-0.6109713623249821,-0.6139638992548845,-0.630368040640799,-0.6291328675177037,-0.6234754054542558,-0.6303680406407964,-0.630368040640799,0,0,1,0,1,1,0,0,0
28,-0.7130840929677307,-0.4747053721330887,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,0,0,0,0,0,0,0,0
29,-0.7130840929677307,-0.7704149157149843,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,0,0,0,0,0,0,0
30,-0.020021883423960468,0.3771466050767401,-0.02249567992717684,-0.019749557861653142,-0.019749557861653326,-0.016017236247268026,-0.013381527872365424,-0.013732375238230204,-0.015710832388096167,-0.02674119824763074,-0.02588744666233273,-0.02204812153465041,-0.02674119824763115,-0.02674119824763053,0,0,0,0,0,0,0,0,0
31,-0.7130840929677307,-1.949344965707115,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,0,0,0,0,0,0,0,0
32,-0.7130840929677307,-0.5129345834143556,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,1,0,0,0,0,0,0,0
33,-0.4015866039644714,0.15867593686798612,-0.4048381973960744,-0.4012276718841304,-0.40122767188413,-0.39630224197028857,-0.3928080109364956,-0.39327426136337895,-0.3958971602873392,-0.41034252909040936,-0.4092463863468072,-0.4042516458213453,-0.4103425290904079,-0.4103425290904091,0,0,0,0,0,0,0,0,0
34,-0.7130840929677307,-0.6856705420891309,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,0,0,0,0,0,0,1,1
35,0.4385779033485327,0.6397248689022113,0.4370389351622664,0.4387461371838925,0.4387461371838913,0.44104447084742016,0.4426483272530192,0.4424361819639636,0.4412322745674613,0.4343063752307074,0.4348687986938554,0.4373194386875853,0.4343063752307048,0.434306375230708,1,1,0,0,1,1,0,1,1
36,-0.7130840929677307,-0.9540691179635784,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,1,1,0,0,0
37,4.007338288859917,2.683072757551744,4.0130740258981445,4.0066964952109565,4.0066964952109485,3.997835732119692,3.9914098585996007,3.9922770737711946,3.9971006058897984,4.02211509979493,4.020410447931175,4.012054531452483,4.0221150997949096,4.022115099794932,0,0,1,0,0,0,0,0,0
38,-0.7130840929677307,-1.1306900894631966,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,0,0
39,-0.23602302450639606,0.2534718755071785,-0.23893712645458104,-0.2357016715950876,-0.23570167159508734,-0.2312939396499137,-0.2281722275540624,-0.22858840379212764,-0.2309316749593073,-0.2438952502926073,-0.242904282754252,-0.23841088498591506,-0.2438952502926067,-0.2438952502926071,0,0,0,0,0,0,0,0,0
40,-0.8708654451374683,-0.11001678153130152,-0.8750736355015766,-0.8703999974275817,-0.8703999974275803,-0.8640071874075029,-0.8594570764749759,-0.8600652588254026,-0.8634807438367821,-0.7235026429672047,-0.7222086196725355,-0.8743161389836603,-0.7235026429672018,-0.7235026429672047,1,1,0,0,0,0,0,0,0
41,-0.7130840929677307,-0.4082422450075652,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,0,0
42,-0.06607836165122748,0.3507762698963817,-0.06864604153875359,-0.06579558231529439,-0.06579558231529455,-0.061919247474689264,-0.059179911777819526,-0.05954468878204179,-0.06160093278414947,-0.07304350396626269,-0.07216049474129321,-0.06818170608030552,-0.07304350396626297,-0.07304350396626244,1,1,0,0,0,0,0,0,0
43,-0.7130840929677307,-0.9658286660137252,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,0,0
44,-0.7130840929677307,-0.5351739661280144,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,0,0,0,0,0,0,0,0
45,-0.20511224897085767,0.2711703088857511,-0.20796334114646334,-0.20479791210294832,-0.20479791210294812,-0.20048683454128727,-0.19743467185546407,-0.19784149922576666,-0.2001325637974399,-0.2128194877954401,-0.21184815650300276,-0.2074483595947256,-0.2128194877954396,-0.2128194877954399,1,1,0,0,0,0,0,0,0
46,-0.09275969335572284,0.3354994687342531,-0.09538176154679953,-0.0924708579639987,-0.09247085796399893,-0.08851109371657609,-0.08571172488088473,-0.08608457157075917,-0.08818587887094767,-0.09986724788054152,-0.09896728918789643,-0.09490770683759443,-0.09986724788054156,-0.09986724788054123,0,0,1,0,0,0,0,0,0
47,-0.21204525264104346,0.2672007124765925,-0.21491047733118426,-0.2117293421388983,-0.21172934213889813,-0.2073965858848064,-0.2043288239037009,-0.2047377481393648,-0.20704052217196167,-0.2197894965290928,-0.21881376100665287,-0.2143929702832713,-0.21978949652909235,-0.21978949652909266,1,1,0,0,0,0,0,0,0
48,2.2589904488540498,1.6820296833221906,2.2611622830823386,2.2587454904222435,2.2587454904222395,2.2553516067513137,2.2528595252079566,2.253197958022062,2.2550686270401368,2.2644354137581733,2.263841409800905,2.2607796620602336,2.264435413758162,2.2644354137581746,1,0,0,0,0,0,0,1,1
49,0.5027925504166907,0.6764919390702733,0.5013844799590622,0.5029462089868597,0.5029462089868585,0.5050437509517859,0.5065031240585556,0.5063104002894544,0.5052149478911522,0.4988637694259853,0.4993854001694581,0.5016415919136736,0.4988637694259822,0.4988637694259858,0,0,1,0,0,0,0,0,0
50,0.16910008302527366,0.4854312555145181,0.1670118003724632,0.16932948220021835,0.16932948220021782,0.17247044152235452,0.17468062446277635,0.17438697644648232,0.17272793587005147,0.16339021096326647,0.16412382174402826,0.16739046700816276,0.16339021096326514,0.16339021096326672,0,0,1,0,1,1,0,0,0
51,-0.7130840929677307,-0.3160195133069556,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,0,0,0,0,0,0,0
52,-0.7130840929677307,-0.9049665244960692,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,0,0
53,-0.7009294827115393,-0.012717368704824523,-0.7047912687502944,-0.700502606602228,-0.7005026066022271,-0.6946411664814925,-0.6904734123719347,-0.6910301981199363,-0.6941586706607891,-0.7112831572046175,-0.7099968551952248,-0.7040956750732771,-0.7112831572046148,-0.7112831572046175,1,1,0,0,0,0,0,0,0
54,1.846922955630127,1.4460941899563178,1.8482548148469324,1.84677152715238,1.8467715271523764,1.8446661303871723,1.8431012029041376,1.8433150071886524,1.8444897169314485,1.8501685009947801,1.8498362652556017,1.848022298300116,1.8501685009947704,1.850168500994781,0,0,1,0,0,0,0,0,0
55,-0.7130840929677307,-0.7566620117839182,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,0,0,0,0,0,0,0,0
56,-0.7130840929677307,-2.091402680489476,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,1,0,0,0,0,0,0,0
57,0.012331579761633748,0.3956710711516208,0.009923733863737565,0.012596561823239922,0.01259656182323982,0.01622771793839288,0.018790630848350396,0.018449568686633645,0.016525754752167374,0.0057849522774650955,0.006618151141312422,0.01035950680923131,0.005784952277464599,0.005784952277465488,0,0,1,0,0,0,0,0,0
58,-0.7130840929677307,-0.780510778869873,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,0,0
59,-0.7130840929677307,-0.7146684282513629,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,1,1
60,0.6943721257977624,0.7861837307782759,0.6933545788797891,0.6944823001592065,0.6944823001592048,0.6959807951758986,0.6970091132149663,0.6968743320916012,0.6961024470327111,0.6914659051118263,0.6918658338407149,0.6935419038404941,0.6914659051118225,0.6914659051118269,0,0,0,0,0,0,0,0,0
61,-0.7130840929677307,-0.3708496297531552,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,1,1,0,0,0
62,0.4179611954116269,0.6279204600646746,0.4163802012956989,0.4181341087710401,0.4181341087710391,0.4204969084714493,0.42214715258000585,0.4219287718318631,0.4206900439524293,0.4135796251501684,0.41415514549426,0.4166682149017157,0.4135796251501658,0.4135796251501687,0,0,1,0,0,0,0,0,0
63,-0.7130840929677307,-2.1164400741665164,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,1,0,0,1,0,0
64,-0.7130840929677307,-0.4008960964151102,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,0,0,0,0,0,0,0
65,-0.6837233638533035,-0.002865744375108619,-0.687550076244845,-0.6833003931418526,-0.6833003931418515,-0.6774927545444397,-0.6733637142941988,-0.6739152961051549,-0.6770147084599754,-0.6939852002988833,-0.6927098285743294,-0.6868607502678659,-0.6939852002988806,-0.6939852002988833,0,0,0,0,0,0,0,0,0
66,1.350781752448334,1.1620210187483606,1.3511022574096039,1.3507429367456874,1.3507429367456851,1.3501889155541449,1.3497403084278172,1.3498040563510845,1.3501408109581785,1.3513791329502918,1.3513620737314989,1.351050471000926,1.351379132950285,1.3513791329502929,1,1,0,0,0,0,0,0,0
67,-0.7130840929677307,-1.166428537685865,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,0,0
68,0.38618084772743255,0.609724139962971,0.3845350712679567,0.3863609745033558,0.3863609745033549,0.3888231476377867,0.3905448976983497,0.39031690508305694,0.3890245019487044,0.381629649143388,0.3822253581340493,0.384834661551319,0.3816296491433856,0.3816296491433884,0,0,1,0,0,0,0,0,0
69,-0.7130840929677307,-0.7942488950822577,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,0,0,0,0,0,0,0
70,-0.7130840929677307,-1.6940792218290623,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,0,0,0,0,0,0,0,0
71,-0.7130840929677307,-0.24272960414905745,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,0,0
72,1.445026514211528,1.215982286573155,1.4455391314994095,1.4449663070902836,1.444966307090281,1.4441175935401789,1.443456935196588,1.4435491871544452,1.4440451159676435,1.4461269282551343,1.446049999515555,1.4454530144028086,1.4461269282551268,1.4461269282551352,0,0,0,0,0,0,0,0,0
73,-0.9754108934289236,-0.1698758636656857,-0.7169706554546585,-0.9749217162787468,-0.9749217162787452,-0.9682020048568554,-0.9634166661073672,-0.9640564679029341,-0.9676485244120008,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,0,0,1,0,0,0,0,0,0
74,1.7041382411349013,1.3643406359548391,1.7051790422261086,1.7040192215416374,1.7040192215416343,1.702360295895821,1.7011166347829152,1.7012872542753559,1.7022208085083017,1.706621669865356,1.7063801389279367,1.7049985380923098,1.7066216698653471,1.706621669865357,0,0,0,1,0,0,1,0,0
75,0.6908161703188446,0.7841477145331172,0.6897913747976853,0.69092715180135,0.6909271518013487,0.6924367658753504,0.6934730848332354,0.6933372282222138,0.6925593373505897,0.6878909696403334,0.6882931573101592,0.6899799950918977,0.6878909696403295,0.6878909696403339,1,1,0,0,0,0,0,0,0
76,-0.7130840929677307,-0.8608018431462549,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,1,0,0,0,0,0,0,0
77,0.4920914720603603,0.6703648743464949,0.4906615880926562,0.492247559532065,0.4922475595320638,0.4943785625187074,0.4958620131089256,0.4956660528320133,0.4945525269024083,0.4881055738225598,0.4886340024869049,0.4909225981459483,0.4881055738225569,0.4881055738225603,1,0,0,0,0,0,0,0,0
78,-0.7130840929677307,-0.6871047854335245,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,1,0,0,0,0,0,1,1
79,0.36495360668876425,0.5975701611376303,0.3632645597643077,0.3651385515658769,0.3651385515658761,0.3676670998028641,0.3694366112691243,0.3692021985409097,0.3678739437668807,0.3602891072268848,0.3608983009431143,0.3635718825282233,0.3602891072268826,0.3602891072268853,1,0,0,0,0,0,0,0,0
80,2.062041548768778,1.5692636033144338,2.0638119144091998,2.061841293260352,2.0618412932603483,2.05906324578866,2.0570143003222627,2.0572931665551017,2.058831199740397,2.066435294476416,2.0659664034277805,2.063501036273374,2.0664352944764057,2.0664352944764173,0,0,1,0,0,0,0,0,0
81,-0.5258678083499669,0.08751684823572037,-0.5293727416052578,-0.5254806672613257,-0.525480667261325,-0.5201666245422727,-0.5163927601349121,-0.516896599024882,-0.5197294020503727,-0.535287087207537,-0.5341119941221848,-0.5287409179203059,-0.5352870872075349,-0.5352870872075369,0,0,0,0,0,0,0,0,0
82,-0.4162823770261168,0.1502616491003075,-0.4195639269147303,-0.4159201093393474,-0.4159201093393469,-0.4109487274601823,-0.4074214308585208,-0.4078921259761842,-0.4105398452505428,-0.4251167411722416,-0.42401126285524177,-0.4189720220875835,-0.4251167411722402,-0.4251167411722415,1,0,0,0,1,1,0,0,0
83,2.847741470272575,2.019128010640518,2.8511134383481314,2.8473628787420857,2.847362878742081,2.8421280394163118,2.83831126493065,2.838827763657016,2.841692800687431,2.856328907033093,2.8553608956418244,2.8505163520634205,2.856328907033079,2.8563289070330953,0,0,1,0,0,0,0,0,0
84,0.8608382722028657,0.8814964478128634,0.8601600565972074,0.8609106625330967,0.8609106625330949,0.8618886373597328,0.8625424056804075,0.8624579717244218,0.8619672388081199,0.8588205683280937,0.8591147484909503,0.8602867426723649,0.8588205683280891,0.8588205683280944,0,0,0,0,0,0,0,0,0
85,0.5236727240478702,0.6884471991872365,0.5223072165790094,0.5238216432932621,0.523821643293261,0.5258538953948642,0.5272662879994569,0.5270798793738215,0.5260196924374811,0.5198553914548839,0.5203637579493327,0.5225567224798592,0.5198553914548809,0.5198553914548844,1,1,0,0,0,0,0,0,0
86,-0.7130840929677307,-0.6257762104811033,-0.7169706554546585,-0.7126544580381835,-0.7126544580381825,-0.7067550118713105,-0.7025599098237668,-0.7031203716957746,-0.7062693727031633,-0.7235026429672047,-0.7222086196725355,-0.7162706341986043,-0.7235026429672018,-0.7235026429672047,1,1,0,1,0,0,1,0,0
